,newlyConst,balcony,hasKitchen,cellar,baseRent,livingSpace,lift,noRooms,garden,heating,neighbourhoods
76724,False,False,True,False,600.0,57.51,False,1.0,False,normal,Reinickendorf
76732,False,True,True,False,548.85,63.11,False,2.0,False,normal,Weißensee
76733,False,True,False,False,899.0,53.0,True,2.0,False,normal,Wilmersdorf
76744,True,True,False,True,1866.26,109.78,True,4.0,False,normal,Mitte
76756,False,False,True,False,940.0,75.22,True,3.0,False,normal,Lichtenberg
76761,False,True,True,False,2457.8,122.89,False,3.0,True,normal,Köpenick
76769,False,True,True,True,1120.0,89.59,True,3.0,False,normal,Köpenick
76777,False,True,False,False,447.03,74.5,False,3.0,False,normal,Lichtenberg
76792,False,True,True,True,1388.0,101.0,True,3.0,False,normal,Wilmersdorf
76795,False,True,True,True,3950.0,230.0,True,4.0,False,normal,Tiergarten
76798,False,True,False,True,680.0,61.83,False,3.0,False,normal,Neukölln
76833,False,False,False,False,499.0,55.0,True,2.0,False,normal,Lichtenberg
76838,False,True,True,True,1421.71,83.63,True,3.0,False,normal,Tiergarten
76840,False,False,True,False,1921.24,118.23,True,3.0,False,normal,Mitte
76854,False,False,True,False,1049.88,77.14,False,2.0,False,normal,Friedrichshain
76907,False,False,False,False,1620.0,108.07,False,3.0,False,normal,Friedrichshain
76946,True,True,True,True,1750.0,109.2,True,3.0,False,normal,Schöneberg
77014,False,True,False,True,1597.6,99.85,True,3.0,False,normal,Friedrichshain
77040,False,False,False,False,327.85,44.28,False,2.0,False,normal,Tiergarten
77042,False,False,False,False,922.0,76.66,False,3.0,False,normal,Köpenick
77046,False,True,True,True,714.0,51.0,False,2.0,True,normal,Pankow
77054,False,True,False,True,750.0,47.0,True,1.0,False,normal,Charlottenburg
77153,False,True,True,True,2585.0,152.02,True,3.0,False,normal,Mitte
77174,False,True,True,False,950.0,46.85,False,1.5,False,normal,Neukölln
77244,True,True,True,True,985.0,47.8,False,2.0,False,normal,Tiergarten
77255,False,False,True,False,930.0,51.0,True,2.0,False,normal,Berg_Prenzlauer_Berg
77276,False,True,True,False,699.0,66.0,False,2.0,False,normal,Neukölln
77277,False,True,False,False,690.0,65.0,False,1.0,True,normal,Charlottenburg
77322,False,True,True,True,779.0,39.0,True,1.0,False,normal,Charlottenburg
77335,False,True,True,True,1345.0,79.13,True,3.0,False,normal,Charlottenburg
77352,False,False,False,True,1600.0,80.0,False,2.0,True,normal,Charlottenburg
77376,False,True,False,False,595.72,90.41,True,3.0,False,normal,Spandau
77410,True,True,True,True,2500.0,139.0,True,4.0,False,normal,Tiergarten
77437,False,True,True,True,1134.0,41.23,True,2.0,True,normal,Berg_Prenzlauer_Berg
77494,False,False,False,False,960.0,80.0,False,3.0,False,normal,Reinickendorf
77499,True,True,True,True,1164.0,72.75,True,2.0,True,normal,Neukölln
77526,False,True,True,True,1000.0,72.0,True,2.0,False,normal,Berg_Prenzlauer_Berg
77540,False,True,False,False,735.62,85.26,False,3.0,False,normal,Steglitz
77555,False,False,False,False,373.36,42.48,False,1.0,False,normal,Köpenick
77560,False,False,True,True,469.3,72.2,False,2.5,False,normal,Köpenick
77567,False,False,True,False,917.0,63.15,False,2.0,True,normal,Steglitz
77667,False,True,False,False,1387.12,105.0,False,3.0,True,normal,Wedding
77674,True,True,True,True,2300.0,113.0,True,3.0,False,normal,Tiergarten
77696,False,True,True,True,1260.0,67.5,True,2.0,False,normal,Mitte
77711,False,True,True,True,706.19,47.51,False,1.5,False,normal,Steglitz
77717,False,True,True,True,1800.0,220.0,False,4.0,True,normal,Neukölln
77718,False,True,True,True,3300.0,200.0,True,3.0,False,normal,Charlottenburg
77729,False,True,True,True,2174.0,119.26,True,2.5,True,normal,Mitte
77746,True,True,True,True,1159.88,66.66,True,2.0,False,normal,Tiergarten
77750,False,False,True,True,1990.0,195.2,False,6.0,True,normal,Schöneberg
77757,False,True,False,True,326.0,32.0,False,1.0,False,normal,Neukölln
77784,False,False,True,False,490.0,32.0,False,1.0,True,normal,Lichtenberg
77791,False,True,True,True,1997.5,200.95,True,4.0,False,normal,Treptow
77798,False,True,True,False,1024.0,94.46,False,3.5,False,normal,Reinickendorf
77801,False,True,False,False,890.0,85.2,True,2.0,False,normal,Charlottenburg
77824,False,True,False,False,432.84,51.75,True,1.5,False,normal,Reinickendorf
77861,True,True,True,True,1526.66,78.29,True,3.0,False,normal,Tiergarten
77913,False,False,False,False,1248.0,52.0,True,1.0,False,normal,Berg_Prenzlauer_Berg
77919,False,False,True,True,1314.36,97.36,True,3.0,False,normal,Schöneberg
77940,False,False,False,False,696.0,58.8,False,2.0,False,normal,Tempelhof
77944,False,True,True,True,1500.0,77.0,True,3.0,False,normal,Wilmersdorf
77948,False,False,False,False,746.34,71.08,True,3.0,False,normal,Tempelhof
77981,False,True,False,True,543.28,52.44,False,2.0,False,normal,Zehlendorf
77990,False,True,True,True,2750.0,168.86,True,4.0,True,normal,Kreuzberg
78045,False,True,True,True,2350.0,104.0,True,3.0,False,normal,Wilmersdorf
78055,False,True,False,False,499.0,45.31,True,2.0,False,normal,Weißensee
78061,False,True,False,False,2231.0,123.97,True,4.0,False,normal,Wilmersdorf
78116,True,True,True,True,1075.0,53.75,True,2.0,False,normal,Tiergarten
78118,False,False,True,False,1485.12,92.82,True,3.0,False,normal,Mitte
78141,False,True,False,False,495.24,66.78,False,3.0,True,normal,Weißensee
78181,False,False,True,True,1144.0,84.68,True,3.0,False,normal,Mitte
78222,False,True,False,True,926.78,63.96,False,2.0,False,normal,Berg_Prenzlauer_Berg
78226,False,True,False,True,749.0,90.14,True,3.0,False,normal,Hellersdorf
78244,False,True,True,False,1850.0,102.0,True,3.0,False,normal,Wilmersdorf
78265,False,True,True,True,849.0,67.71,True,2.0,False,normal,Treptow
78282,False,False,True,False,900.0,75.09,False,3.0,False,normal,Köpenick
78315,False,True,True,True,1495.0,94.0,True,3.0,True,normal,Wilmersdorf
78322,False,True,True,True,500.0,40.0,True,1.0,True,normal,Wilmersdorf
78347,False,False,True,True,1604.4,80.0,True,3.0,False,normal,Mitte
78382,False,True,True,True,709.5,90.06,True,3.0,False,normal,Reinickendorf
78389,False,True,True,True,1357.0,49.31,True,2.0,True,normal,Berg_Prenzlauer_Berg
78414,False,True,True,True,971.0,53.0,False,2.0,True,normal,Tiergarten
78419,False,True,True,True,743.79,84.33,False,4.0,False,normal,Weißensee
78426,False,True,False,True,1495.0,162.0,False,5.0,True,normal,Reinickendorf
78448,True,True,True,False,1813.37,98.02,True,3.0,True,normal,Tiergarten
78460,False,True,False,True,432.0,43.0,False,1.0,True,normal,Reinickendorf
78523,False,True,False,False,990.0,86.0,False,2.0,False,normal,Wedding
78588,False,True,True,True,1150.0,85.0,False,3.0,True,normal,Spandau
78637,False,True,True,True,2584.0,163.19,True,5.0,True,normal,Charlottenburg
78664,False,False,False,True,1150.0,75.6,False,2.0,False,normal,Friedrichshain
78696,False,True,True,True,2600.0,174.0,True,5.0,True,normal,Mitte
78712,False,True,True,True,1699.0,94.33,False,3.0,False,normal,Mitte
78735,False,True,False,False,288.6,34.34,True,1.0,False,normal,Marzahn
78764,False,True,True,False,735.0,73.0,False,3.0,False,normal,Köpenick
78773,False,True,True,True,1042.75,83.89,True,2.0,False,normal,Köpenick
78775,False,True,False,True,1200.0,91.0,False,3.0,True,normal,Spandau
78779,False,False,True,True,1670.0,92.0,True,3.0,False,normal,Tiergarten
78815,False,True,False,True,650.0,45.89,True,1.0,False,normal,Berg_Prenzlauer_Berg
78820,False,True,False,False,1236.0,88.29,False,2.0,False,normal,Friedrichshain
78823,False,True,True,False,1616.0,134.7,False,5.0,False,normal,Neukölln
78826,False,True,False,False,333.99,42.17,False,1.0,False,normal,Reinickendorf
78862,False,True,False,True,392.12,45.02,True,1.0,False,normal,Spandau
78898,False,False,False,False,999.0,64.16,False,2.0,False,normal,Berg_Prenzlauer_Berg
78906,False,True,True,True,620.0,66.0,False,2.0,False,normal,Schöneberg
78916,False,False,False,False,720.0,60.0,False,2.0,False,normal,Wilmersdorf
78926,False,True,True,False,3140.0,157.0,False,4.0,True,normal,Zehlendorf
78933,False,True,True,False,1200.0,63.0,True,2.0,False,normal,Mitte
78955,False,True,False,True,474.06,70.44,True,3.0,False,normal,Hellersdorf
79005,True,True,False,True,1150.0,60.2,True,2.0,False,normal,Mitte
79021,True,True,False,True,660.0,55.75,True,2.0,True,normal,Spandau
79137,False,True,True,False,648.0,53.96,True,2.0,True,normal,Köpenick
79171,False,True,False,True,425.98,59.0,True,2.0,False,normal,Neukölln
79198,False,True,True,True,822.5,65.8,False,2.0,True,normal,Pankow
79231,False,False,True,False,1395.0,123.97,False,5.0,False,normal,Tempelhof
79250,False,True,False,False,479.0,51.0,False,2.0,False,normal,Reinickendorf
79257,False,True,True,True,710.0,60.0,True,2.0,False,normal,Wedding
79281,False,False,False,False,635.0,57.61,True,2.0,False,normal,Schöneberg
79315,False,True,True,True,800.0,73.25,False,2.0,False,normal,Treptow
79369,True,True,False,True,578.0,52.96,True,2.0,False,normal,Marzahn
79393,False,False,True,True,985.0,82.1,True,2.0,False,normal,Köpenick
79415,True,False,True,False,599.0,20.0,True,1.0,False,normal,Kreuzberg
79500,False,True,False,False,561.87,67.62,True,2.0,False,normal,Reinickendorf
79508,False,True,False,True,779.38,62.35,False,2.0,False,normal,Weißensee
79522,False,True,True,True,1310.0,94.68,True,2.5,False,normal,Steglitz
79608,False,True,True,False,1100.0,51.13,False,2.0,False,normal,Berg_Prenzlauer_Berg
79647,False,False,True,True,550.0,50.0,False,2.0,True,normal,Köpenick
79656,True,True,False,True,756.0,70.0,True,3.0,False,normal,Hohenschönhausen_Hohenschönhausen
79658,False,False,False,False,1700.0,154.0,False,4.0,False,normal,Tiergarten
79689,False,True,True,True,2500.0,229.8,True,4.0,False,normal,Köpenick
79694,False,False,True,True,1500.0,98.0,True,3.0,False,normal,Mitte
79756,False,False,True,False,1080.0,60.0,True,2.0,False,normal,Mitte
79759,False,True,False,False,1164.0,86.2,False,3.0,False,normal,Charlottenburg
79763,False,True,True,True,735.6,36.78,True,1.0,False,normal,Treptow
79817,False,True,True,False,938.0,67.0,True,3.0,False,normal,Berg_Prenzlauer_Berg
79849,False,True,False,False,1013.99,95.21,True,3.5,False,normal,Steglitz
79876,False,False,True,True,400.0,34.14,True,1.0,False,high,Wilmersdorf
79878,False,True,True,True,659.0,76.6,False,3.0,False,normal,Hellersdorf
79910,False,True,True,True,1800.0,89.0,False,2.0,False,normal,Zehlendorf
79945,False,True,False,False,506.03,83.5,False,4.0,False,normal,Hohenschönhausen_Hohenschönhausen
79951,False,True,True,False,1642.62,78.22,True,3.0,False,normal,Friedrichshain
79981,False,True,True,True,561.2,72.32,True,2.0,False,normal,Pankow
80095,False,False,True,False,620.0,11.0,False,1.0,False,normal,Tiergarten
80120,False,True,True,False,1849.0,99.15,True,3.0,False,normal,Berg_Prenzlauer_Berg
80124,False,True,True,False,3000.0,200.0,True,7.0,False,normal,Charlottenburg
80210,False,False,True,False,509.0,23.15,False,1.0,False,normal,Wedding
80230,True,True,False,False,1112.96,114.15,True,3.0,False,normal,Spandau
80265,False,True,True,False,1955.0,108.0,True,4.0,False,normal,Tiergarten
80266,False,True,True,False,1626.0,124.0,True,3.0,False,normal,Kreuzberg
80277,False,True,True,True,1095.0,57.93,True,2.0,False,normal,Friedrichshain
80285,False,True,True,True,787.94,83.38,True,3.0,False,normal,Steglitz
80289,False,True,True,True,1055.19,103.48,True,4.0,False,normal,Hohenschönhausen_Hohenschönhausen
80306,True,True,True,True,995.0,40.8,True,1.0,False,normal,Köpenick
80307,False,False,False,False,330.0,36.0,False,1.0,False,normal,Tiergarten
80310,False,True,True,False,750.0,62.38,False,2.0,False,normal,Wedding
80433,False,True,False,True,1440.0,88.67,True,3.0,False,normal,Wedding
80438,False,False,True,True,563.0,43.3,False,2.0,False,normal,Wedding
80440,False,False,True,False,668.0,30.38,False,1.0,False,normal,Wedding
80456,False,False,False,True,557.0,66.0,False,3.0,False,normal,Reinickendorf
80528,False,True,False,True,1138.0,87.0,False,3.0,False,normal,Lichtenberg
80601,False,False,False,False,3800.0,157.0,False,4.0,False,normal,Wilmersdorf
80627,False,True,True,True,4800.0,179.87,True,5.0,True,normal,Mitte
80641,False,True,True,False,1811.0,142.0,True,3.0,False,normal,Charlottenburg
80667,False,False,False,False,875.0,97.0,False,3.0,False,normal,Spandau
80696,False,True,True,True,2170.0,146.86,False,5.0,False,normal,Charlottenburg
80704,False,False,False,False,816.75,99.0,False,3.5,False,normal,Köpenick
80721,True,True,True,True,1529.44,81.57,True,3.0,False,normal,Tiergarten
80783,False,True,False,False,1222.0,101.81,False,3.0,False,normal,Tiergarten
80785,False,True,False,True,429.87,74.76,True,2.0,False,normal,Marzahn
80817,True,True,True,True,1550.88,116.0,True,4.0,False,normal,Lichtenberg
80880,False,True,True,True,1185.0,85.26,True,2.0,False,normal,Friedrichshain
80894,False,False,True,False,690.0,37.0,False,1.0,False,normal,Tiergarten
80944,False,True,True,True,4400.0,174.49,True,5.0,False,normal,Mitte
80947,True,True,True,True,1499.0,47.2,True,2.0,False,normal,Charlottenburg
80996,False,True,False,False,419.0,41.0,True,1.0,False,normal,Neukölln
81013,False,True,False,True,740.0,61.47,True,2.0,False,normal,Reinickendorf
81059,False,False,False,False,900.0,76.69,False,2.0,False,normal,Tiergarten
81159,False,False,True,False,799.0,36.0,True,1.0,False,normal,Köpenick
81194,False,True,False,False,394.22,69.04,True,2.0,False,normal,Marzahn
81225,False,True,True,True,1020.0,65.0,True,2.0,True,normal,Tiergarten
81256,False,True,True,True,1344.15,67.94,True,2.0,False,normal,Mitte
81281,False,False,True,False,800.0,40.0,False,1.0,False,normal,Schöneberg
81304,False,True,True,False,540.0,51.0,False,1.0,True,normal,Spandau
81372,False,False,True,False,500.0,19.6,True,1.0,False,normal,Wedding
81376,False,False,False,False,769.0,45.0,True,1.5,False,normal,Wilmersdorf
81378,False,True,True,True,601.28,61.86,False,2.0,True,normal,Spandau
81388,False,True,True,True,1600.0,168.33,False,5.0,True,normal,Köpenick
81391,True,True,True,True,3800.0,154.0,True,5.0,False,normal,Tiergarten
81424,False,True,False,True,630.0,50.03,True,1.0,False,normal,Reinickendorf
81427,False,True,False,True,530.83,77.5,True,2.5,False,normal,Spandau
81444,False,False,False,False,999.0,91.0,False,2.0,False,high,Wilmersdorf
81480,False,True,True,True,888.31,64.84,True,2.0,True,normal,Köpenick
81499,False,False,False,False,499.0,54.0,False,2.0,False,high,Spandau
81522,False,True,True,True,1550.0,109.0,True,3.0,False,normal,Mitte
81553,False,False,True,False,940.0,19.0,False,1.0,False,normal,Tiergarten
81567,True,True,False,True,530.55,50.53,True,2.0,False,normal,Hellersdorf
81586,False,True,True,True,547.53,74.04,False,3.0,False,normal,Pankow
81599,False,True,False,True,1099.0,43.0,True,1.5,False,normal,Charlottenburg
81615,False,False,False,False,418.23,79.5,False,4.0,False,normal,Hohenschönhausen_Hohenschönhausen
81648,False,False,False,False,298.2,37.9,True,1.0,False,normal,Spandau
81717,False,True,True,True,579.0,52.61,True,1.5,False,normal,Buchholz_Pankow
81741,False,False,True,False,700.0,24.0,False,1.0,False,normal,Schöneberg
81756,False,False,False,False,4200.0,130.0,False,3.0,False,normal,Charlottenburg
81868,False,False,True,False,1032.0,86.0,False,2.0,False,normal,Schöneberg
81889,True,True,True,True,1158.56,72.41,True,2.0,False,normal,Charlottenburg
81917,False,True,False,False,616.95,41.13,False,1.0,False,normal,Friedrichshain
81921,False,True,True,False,557.07,80.97,True,2.0,False,normal,Kreuzberg
81924,False,True,True,True,800.0,38.35,True,1.0,False,normal,Charlottenburg
81934,False,False,True,False,967.39,50.04,False,2.0,False,normal,Kreuzberg
81959,False,True,True,True,760.0,80.0,True,3.0,True,normal,Hohenschönhausen_Hohenschönhausen
81968,False,False,False,False,394.8,39.48,False,1.0,False,normal,Hellersdorf
82030,True,True,True,False,1336.3,76.36,True,3.0,False,normal,Kreuzberg
82050,False,False,True,True,1430.0,110.0,True,3.5,False,normal,Friedrichshain
82081,False,True,True,True,950.0,49.0,True,2.0,True,normal,Mitte
82085,False,True,True,True,2400.0,173.0,True,3.0,False,normal,Mitte
82111,False,False,True,False,750.0,38.3,False,1.0,False,normal,Wedding
82141,False,True,False,True,539.84,38.56,False,1.0,False,normal,Charlottenburg
82153,False,True,True,True,1531.8,85.1,True,2.5,False,normal,Schöneberg
82159,False,False,True,True,990.0,93.0,False,3.0,True,normal,Steglitz
82181,False,True,True,True,1950.0,112.0,True,4.0,False,normal,Charlottenburg
82195,False,True,False,False,1235.0,44.91,True,2.0,False,normal,Berg_Prenzlauer_Berg
82242,False,True,True,True,619.0,68.54,False,3.0,False,normal,Hellersdorf
82264,False,True,False,False,524.35,68.78,True,3.0,False,normal,Marzahn
82265,True,True,False,True,963.5,64.24,True,2.5,False,normal,Reinickendorf
82278,False,True,True,True,900.0,70.0,False,3.0,True,normal,Steglitz
82283,True,True,True,True,2450.0,102.65,True,3.0,False,normal,Friedrichshain
82302,False,True,False,False,399.03,57.0,True,2.0,False,normal,Neukölln
82309,False,True,False,True,4975.0,307.0,True,4.0,False,normal,Tiergarten
82349,False,True,False,True,1282.2,85.48,False,3.0,True,normal,Köpenick
82363,True,True,True,True,1287.53,65.0,True,2.0,False,normal,Schöneberg
82370,False,False,True,True,560.0,38.75,False,1.0,False,normal,Köpenick
82375,False,False,True,False,824.0,32.0,True,1.0,False,normal,Kreuzberg
82386,True,True,False,False,975.0,57.0,False,2.0,False,normal,Charlottenburg
82471,False,True,False,False,526.11,72.07,False,3.0,False,normal,Marzahn
82482,False,False,False,False,741.0,32.2,False,1.0,False,normal,Kreuzberg
82496,False,True,False,True,1660.0,114.0,False,4.0,False,normal,Mitte
82521,False,False,False,False,1072.0,67.02,False,3.0,False,normal,Tempelhof
82529,False,True,False,False,770.0,67.09,False,1.0,False,normal,Tiergarten
82548,False,True,True,True,2190.0,130.0,False,5.0,True,normal,Wilmersdorf
